UNIPROT	GI
Q96RS0	19923661
Q96RT1-2	8923909
Q96RT1-7	55770895
Q96RT6	90819229
Q96RT7-1	56788364
Q96RT7-2	56788362
Q96RT8	48976056
Q96RU2-1	16507200
Q96RU3-1	38524622
Q96RU7	31542265
Q96RU8	13399328
Q96RV3-1	21902519
Q96RY7	41281447
Q96S15-2	14149987
Q96S21	46195789
Q96S38	19923723
Q96S42	29568107
Q96S44	41327715
Q96S53-1	110349799
Q96S55-1	18426902
Q96S55-2	18426904
Q96S59-1	39812378
Q96S65	15042939
Q96S82	14249682
Q96S82	41152107
Q96S90	47086487
Q96S94-1	88758580
Q96S94-2	88758578
Q96S97	19923903
Q96S97	66932923
Q96S97	66932925
Q96S97	66932927
Q96S97	66932929
Q96S99	31543412
Q96SA4	71834872
Q96SB4-2	47419936
Q96SD1-1	76496497
Q96SD1-2	76496499
Q96SD1-2	76496501
Q96SD1-3	76496495
Q96SE7	14211907
Q96SI1-2	13129064
Q96SJ8	42476204
Q96SL4	15618997
Q96SL8	14249548
Q96SM3-1	9994201
Q96SQ5	14249532
Q96SQ9-1	13449277
Q96ST2-1	24308177
Q96ST3	23397666
Q96SW2-1	39545580
Q96SZ4	14249488
Q96SZ5	62177110
Q96SZ6-2	28872784
Q96SZ6-3	28872782
Q96T21	83779010
Q96T37-1	47933339
Q96T49	28626517
Q96T51-1	94721336
Q96T51-2	94721330
Q96T51-2	94721332
Q96T52-1	14211845
Q96T54-1	17025230
Q96T55	14149764
Q96T58	14790190
Q96T60	31543419
Q96T66-2	30039706
Q96T68-1	13994282
Q96T75-1	44680119
Q96T75-3	14211917
Q96T75-4	44680117
Q96T76-1	31543207
Q96T83	14211919
Q96T88	115430235
Q96T91	18640742
Q96TA1	79750824
Q96TA2-1	21327685
Q96TA2-2	7657689
Q99062-1	4503081
Q99062-2	27437042
Q99062-3	24496783
Q99062-4	27437045
Q99075	4503413
Q99081	4507391
Q99081	46370084
Q99217-1	4502071
Q99217-2	33356558
Q99217-3	33356556
Q99218-1	4502073
Q99259-1	58331246
Q99406	11496273
Q99417	57242777
Q99418-1	8670546
Q99418-2	47157332
Q99424	4501869
Q99426	50428925
Q99435	5453766
Q99436	4506203
Q99437	4757816
Q99439	4758018
Q99440	5031565
Q99442	4507525
Q99445	4504033
Q99447	4505651
Q99453	12707580
Q99456	4557699
Q99457	21327710
Q99459	11067747
Q99460-1	25777600
Q99467	5031895
Q99469	4507247
Q99470	14141195
Q99471	22202633
Q99487	4758878
Q99490-2	7661962
Q99496	6005747
Q99497	31543380
Q99500	38788193
Q99501-2	23065529
Q99502-1	19923100
Q99502-1	26667216
Q99502-2	26667222
Q99519	4557791
Q99523	17149834
Q99527	4504091
Q99527	91106714
Q99536	18379349
Q99538	56682962
Q99538	56682964
Q99541	34577059
Q99542-1	4505213
Q99543	94538370
Q99547	5031919
Q99549	41055989
Q99551	5902010
Q99558	115298645
Q99567	24497453
Q99569-1	53829374
Q99570	23943912
Q99571	28416927
Q99572	29294631
Q99574	4826904
Q99575	23097292
Q99576-1	37622901
Q99576-3	37622903
Q99578-1	4506533
Q99583	9945318
Q99584	5174659
Q99584	66737368
Q99584	66737370
Q99584	66737372
Q99584	66737374
Q99592	19923354
Q99593-1	18201892
Q99593-1	31652232
Q99593-2	18201896
Q99594	42490753
Q99595	5454120
Q99598	5174731
Q99607	4503555
Q99608	4505349
Q99611	15011844
Q99612-1	37655157
Q99612-1	56550083
Q99613	4503525
Q99613	83700233
Q99614	4507711
Q99615	4507713
Q99616	4885587
Q99619	14249178
Q99622	19923951
Q99623	6005854
Q99624	5870893
Q99626	4502765
Q99627	5729779
Q99633-1	4506123
Q99638	4759022
Q99640	33383241
Q99643	4506863
Q99645	68800360
Q99650-1	4557040
Q99653	6005731
Q99661-1	5803082
Q99665-1	4504643
Q99674	33589824
Q99675	5729765
Q99676	24307935
Q99677	4885311
Q99679	4885307
Q99680	91106202
Q99683	5174547
Q99684	71037377
Q99685	51242953
Q99687-2	57863281
Q99687-3	57863279
Q99689-1	4826724
Q99689-2	12025680
Q99697-1	24234708
Q99697-2	21361183
Q99697-3	24234711
Q99698-1	54292123
Q99698-2	54292125
Q99704-1	4503357
Q99705	88758590
Q99707	4557765
Q99708	42718015
Q99708	4506441
Q99712	21361127
Q99712	25777638
Q99712	25777640
Q99715-1	93141047
Q99715-2	93141049
Q99717	47778925
Q99717	47778929
Q99717	47778931
Q99719	9945439
Q99726	21361112
Q99727	4507515
Q99728	4557349
Q99729-2	55956919
Q99729-3	55956921
Q99731	5454040
Q99732-1	65787265
Q99735	4505181
Q99741	4502703
Q99742	22027482
Q99743	22027471
Q99747	4505331
Q99748	4758826
Q99750	5031905
Q99755-3	4505815
Q99758	116734710
Q99766	51558774
Q99767	22035550
Q99788-2	4758014
Q99795	5031561
Q99797	5174567
Q99798	4501867
Q99801-1	19923352
Q99805	4758874
Q99807	25453484
Q99811	7706659
Q99814	40254439
Q99816-1	5454140
Q99819	83313661
Q99828	5454062
Q99829	23397696
Q99829	23397698
Q99829	23397700
Q99829	23397702
Q99829	23397704
Q99829	23397706
Q99829	23397708
Q99829	4503013
Q99832	5453607
Q99835	5032099
Q99856	4885193
Q99865	117606320
Q99867	55770868
Q99873-1	38195089
Q99877	4504261
Q99878	10800144
Q99879	4504263
Q99880	4504259
Q99895	62526043
Q99909	10337601
Q99929	4885665
Q99932-2	27502373
Q99933-1	34398361
Q99935	116805344
Q99941-1	20631977
Q99942	5902054
Q99943	15100175
Q99943	5453718
Q99944	13449287
Q99946-1	77681565
Q99954	59806357
Q99956	4503421
Q99958	4885237
Q99959-1	4758932
Q99959-2	52630432
Q99961	4506929
Q99962	4506931
Q99963-3	20070146
Q99965-1	55743080
Q99966	4758736
Q99967-1	19923343
Q99969	4506427
Q99972	4557779
Q99973-1	21536371
Q99983	4826876
Q99985	5454048
Q99986	4507903
Q99988	4758936
Q99990	7706741
Q99996-1	22538391
Q99996-3	22538393
Q99999	4758088
Q9BPU6	19923821
Q9BPV8	29171721
Q9BPV8	29171723
Q9BPW4-1	22035657
Q9BPW4-2	19923626
Q9BPW8	4505399
Q9BPW9-1	22758144
Q9BPW9-1	40548397
Q9BPX1	59889578
Q9BPX3	21359945
Q9BPY8-1	21264585
Q9BPY8-1	21264587
Q9BPY8-1	21264589
Q9BPZ2	56682945
Q9BPZ2	56682947
Q9BPZ2	56682949
Q9BPZ3	75677349
Q9BPZ3	75677355
Q9BPZ7-1	56788407
Q9BPZ7-2	13129138
Q9BQ04	13899354
Q9BQ08	14211897
Q9BQ16-1	93141003
Q9BQ16-3	93141001
Q9BQ24-1	13129054
Q9BQ31	25952108
Q9BQ39	13129006
Q9BQ48	13027606
Q9BQ51-1	13376850
Q9BQ52-1	21359941
Q9BQ66	13994129
Q9BQ67	31542862
Q9BQ69	13569840
Q9BQ70	14149657
Q9BQ75	14150167
Q9BQ87	15150805
Q9BQ87	19913365
Q9BQ87	19913367
Q9BQ89	108389127
Q9BQ89	13937401
Q9BQ89	46391104
Q9BQA1	13129110
Q9BQA5	39725944
Q9BQA5	39725948
Q9BQB4-1	13376846
Q9BQB6-1	13124770
Q9BQC6	13128970
Q9BQE3	14389309
Q9BQE4	33285002
Q9BQE4	45439349
Q9BQE9-1	20336473
Q9BQE9-3	20336475
Q9BQF6-3	116174736
Q9BQG0-1	7657351
Q9BQG1	14150054
Q9BQG2	13899267
Q9BQI0-1	13899241
Q9BQI3-1	11125768
Q9BQI4	13899293
Q9BQI5-1	116235472
Q9BQJ4	13899273
Q9BQK8	74271888
Q9BQL6-1	116686114
Q9BQM9	18250302
Q9BQP7	16506297
Q9BQQ7	13899263
Q9BQR3	13994276
Q9BQS2-1	31881675
Q9BQS2-2	31881667
Q9BQS6	15082238
Q9BQS8-1	13470092
Q9BQT8	13449279
Q9BQT9	42475534
Q9BQY4	14249119
Q9BQY6-2	22779936
Q9BR01-1	7657633
Q9BR09	18152787
Q9BR10	18129630
Q9BR11-2	60460881
Q9BR39-1	21704281
Q9BR39-2	29893812
Q9BR61	14150169
Q9BR76	14149734
Q9BR76	65787364
Q9BR84	23618926
Q9BRA2	14249348
Q9BRG1	14150155
Q9BRG2	4885525
Q9BRI3	14210520
Q9BRJ2	34304322
Q9BRJ7-1	14150147
Q9BRK0-1	42476206
Q9BRK4	45331215
Q9BRK5	18699732
Q9BRP0	40807463
Q9BRP4-1	13376751
Q9BRQ0	23510333
Q9BRQ5	22748651
Q9BRQ6	14150134
Q9BRQ8-1	14318424
Q9BRR0	24308297
Q9BRR3	14150132
Q9BRR6-2	31542509
Q9BRR9-1	14210510
Q9BRS2	23510356
Q9BRT2	14150128
Q9BRT8-1	13236499
Q9BRU2	23397409
Q9BRX2	31880783
Q9BRX8	31543191
Q9BRX9	14150114
Q9BRZ2	30794216
Q9BS16	16905073
Q9BS18	32698710
Q9BS26	52487191
Q9BS31	21362078
Q9BS34	15082252
Q9BS40	21359933
Q9BS86	5902116
Q9BS92	21361743
Q9BSC4-2	13430872
Q9BSD7	14150100
Q9BSE2	14150098
Q9BSE5	37537722
Q9BSF8	31044440
Q9BSG0	14150090
Q9BSH3-1	14150084
Q9BSH4	27545315
Q9BSI4-2	6912716
Q9BSJ2-1	5729840
Q9BSJ8-1	14149680
Q9BSL1	55770884
Q9BSN7	112807182
Q9BSQ5	13899275
Q9BSR8	14150076
Q9BST9-1	62739179
Q9BST9-2	19526471
Q9BSU1	21361956
Q9BSV6	116875840
Q9BSV6	116875842
Q9BSY4	14150070
Q9BSY9-1	38708309
Q9BT22	41350216
Q9BT23	13386490
Q9BT30	14150066
Q9BT40-1	18765709
Q9BT40-2	18765707
Q9BT49	56788349
Q9BT49	56788351
Q9BT56	13386482
Q9BT67-1	13386480
Q9BT76	13399330
Q9BT78	38373690
Q9BT81	13899269
Q9BT88	31377589
Q9BTA9-1	18379328
Q9BTA9-2	18379330
Q9BTA9-5	18379332
Q9BTC0-1	71044477
Q9BTC0-3	18375617
Q9BTC0-3	18375619
Q9BTC0-4	71044479
Q9BTC8-2	50838795
Q9BTD3	13376888
Q9BTE1	14210488
Q9BTE3-1	13376243
Q9BTE7	14150015
Q9BTF0	13376880
Q9BTK2	89060992
Q9BTK6	13375654
Q9BTL3	13899289
Q9BTL4	48675811
Q9BTM9	13569870
Q9BTN0	13375646
Q9BTT0	13569879
Q9BTT6-1	95113664
Q9BTV6	24308452
Q9BTV7	54112399
Q9BTW9-1	41350333
Q9BTW9-5	74271812
Q9BTX1-1	21359924
Q9BTX7	85861243
Q9BTX7	85861250
Q9BTY2	40068512
Q9BU02	13236577
Q9BU19-1	21361766
Q9BU64-1	13236565
Q9BU76-1	13236559
Q9BU79	13236557
Q9BU89	13775228
Q9BUB5-1	21361101
Q9BUB5-3	39752689
Q9BUB7-1	34147498
Q9BUD6	6912682
Q9BUE6	52426768
Q9BUF7-1	21040241
Q9BUF7-2	28144893
Q9BUG6	13236532
Q9BUH8	13124765
Q9BUI4	21359969
Q9BUJ2-1	21536326
Q9BUJ2-4	21536320
Q9BUK0	58761520
Q9BUL8	20127517
Q9BUL8	22538792
Q9BUL8	22538794
Q9BUL9	93277074
Q9BUN5-2	110349769
Q9BUN8	13236516
Q9BUP0	20149496
Q9BUQ8	41327771
Q9BUR4	8922396
Q9BUR5	13129148
Q9BUT1-1	66933014
Q9BUV8-2	10047116
Q9BUW7	13129128
Q9BUX1	13129126
Q9BUY5	13129116
Q9BUZ4-1	22027622
Q9BV10	13129114
Q9BV19	13129102
Q9BV36-1	13129108
Q9BV36-2	109826351
Q9BV38	56243583
Q9BV40	14043026
Q9BV44	14149690
Q9BV57-1	8922762
Q9BV68-1	37622892
Q9BV68-2	37622894
Q9BV73-1	21735548
Q9BV73-2	80861458
Q9BV79	67078404
Q9BV81	13775220
Q9BV81	62339424
Q9BV87	20149623
Q9BV90	13443018
Q9BV94-1	8922667
Q9BV99	13027616
Q9BVA0	83779014
Q9BVA1	29788768
Q9BVC6	13129092
Q9BVG3	8922648
Q9BVG4	32306539
Q9BVG8-1	94536858
Q9BVG9	13540555
Q9BVH7	13569938
Q9BVI0-1	18034775
Q9BVI4	13129068
Q9BVJ6-1	21361348
Q9BVJ7	56786144
Q9BVK2	56121818
Q9BVL2-1	30102928
Q9BVN2-2	42476123
Q9BVP2-1	45593130
Q9BVP2-2	45643127
Q9BVP2-2	45643129
Q9BVS4	8922905
Q9BVT8	13899257
Q9BVV2	13129032
Q9BVV7	7661810
Q9BVV8	42476018
Q9BVX2-1	13129026
Q9BW11-1	13775222
Q9BW19	28626498
Q9BW30	56676375
Q9BW30	56676377
Q9BW60	13489093
Q9BW62	14149767
Q9BW62	62177112
Q9BW71-1	21396500
Q9BW72	20270389
Q9BW83-2	6857824
Q9BW85	31542652
Q9BW91-1	13129010
Q9BW91-2	37594457
Q9BW92	20070344
Q9BWD1	5174389
Q9BWF2	40807469
Q9BWF3-1	93277122
Q9BWG4	14249150
Q9BWG6-1	13128998
Q9BWJ5	13775200
Q9BWL3-2	14149688
Q9BWL3-4	41281688
Q9BWM5	33859678
Q9BWQ6	13128976
Q9BWQ8	34101290
Q9BWT1-1	22027514
Q9BWT1-2	88999586
Q9BWT3	16306568
Q9BWT7	51093861
Q9BWU0	8922557
Q9BWU1-1	30387611
Q9BWV1-1	15147240
Q9BWV7	99028883
Q9BWW4-1	21955170
Q9BWW4-2	58218981
Q9BWW4-3	21314684
Q9BWW7	13775236
Q9BWW8	13449281
Q9BWW9	13470094
Q9BWX1	21361543
Q9BWX5	17998698
Q9BX10-1	45593140
Q9BX26	38373673
Q9BX40-3	21389609
Q9BX51	18373328
Q9BX51	30581155
Q9BX51	30581157
Q9BX59	31543801
Q9BX63-1	14042978
Q9BX66-10	7661700
Q9BX66-3	78000167
Q9BX66-9	78000169
Q9BX68	14211923
Q9BX69	16554564
Q9BX70-1	20127580
Q9BX82	32698738
Q9BX84-1	18921093
Q9BX93	45505135
Q9BX95	13540569
Q9BX97	13775238
Q9BXA6	14042966
Q9BXA7	14042947
Q9BXA9-1	25188195
Q9BXB1	8923701
Q9BXB4	19923592
Q9BXB5	19923812
Q9BXC0	14211851
Q9BXC1	14211849
Q9BXC9	22208997
Q9BXF6	24308075
Q9BXF9	13994250
Q9BXH1-1	15193488
Q9BXI3	14210538
Q9BXI6	13994322
Q9BXJ0	14149712
Q9BXJ1	13569944
Q9BXJ1	38372917
Q9BXJ3	13994273
Q9BXJ4-1	13569919
Q9BXJ7	110611172
Q9BXJ9-1	17149828
Q9BXK1	13994287
Q9BXK5-1	45243501
Q9BXL5	37574618
Q9BXL5	37574622
Q9BXL6	13129124
Q9BXL8	22027509
Q9BXL8	22027511
Q9BXM0-1	116686120
Q9BXM0-2	13491172
Q9BXM7-1	14165272
Q9BXM9	13994289
Q9BXN6	14192939
Q9BXP5-1	58331218
Q9BXP5-2	33383233
Q9BXP8-1	116174738
Q9BXP8-2	116174734
Q9BXQ6	13994236
Q9BXR5	62865618
Q9BXR5	62865621
Q9BXR6	13540563
Q9BXS0-2	38570073
Q9BXS1	15147242
Q9BXS5	14210504
Q9BXS9-1	94721253
Q9BXS9-2	94721257
Q9BXT2	22027554
Q9BXT5	13775174
Q9BXT6-1	14251207
Q9BXU0	13775182
Q9BXU1	14602443
Q9BXU2	13775178
Q9BXU3	13775180
Q9BXU7	13994268
Q9BXU8	13994244
Q9BXU9	13899315
Q9BXU9	63054822
Q9BXW4	51972260
Q9BXW6-1	19718741
Q9BXW6-2	19718746
Q9BXW6-3	19718743
Q9BXW7-1	14861834
Q9BXW7-2	21914862
Q9BXW9-1	21361861
Q9BXW9-2	66528888
Q9BXX0	60498978
Q9BXX3	115495445
Q9BXY0	31543091
Q9BXY4-1	18490982
Q9BXY5-2	14211947
Q9BXY8	14249132
Q9BY08	14211873
Q9BY10	31543828
Q9BY11	24308229
Q9BY14-2	20127666
Q9BY15-1	14211883
Q9BY19	13899295
Q9BY21	31542858
Q9BY27	15147238
Q9BY32	15626999
Q9BY41-1	8923769
Q9BY42-1	7705483
Q9BY50	15150809
Q9BY64-1	16596680
Q9BY66-1	33356560
Q9BY71	13562088
Q9BY76	21536398
Q9BY77-1	29837655
Q9BY77-2	30089919
Q9BY78	14042925
Q9BY79	13899255
Q9BY84	38372911
Q9BYB4-1	17402902
Q9BYC2	11545841
Q9BYC5-1	30410724
Q9BYC5-1	30410726
Q9BYC5-1	30410728
Q9BYC9	113411820
Q9BYC9	26638657
Q9BYD1	14165270
Q9BYD2	13899231
Q9BYD3-1	22547136
Q9BYD3-1	22547138
Q9BYD3-2	22547140
Q9BYD5	26024195
Q9BYD9	19549325
Q9BYE0	14211899
Q9BYE3	14211869
Q9BYE4	62122851
Q9BYE7-3	37655165
Q9BYE9	16933559
Q9BYF1-1	11225609
Q9BYG3	21314753
Q9BYG4	14210518
Q9BYG5	62955042
Q9BYG7	13994240
Q9BYG8	13899221
Q9BYH1-1	32261332
Q9BYI3	19923646
Q9BYJ0	13994345
Q9BYJ4-1	18087807
Q9BYJ4-1	51477687
Q9BYJ4-2	18641345
Q9BYJ9-1	31377750
Q9BYK8-1	82659103
Q9BYK8-2	34335260
Q9BYL1	18129632
Q9BYM8-3	5454168
Q9BYN0	22129778
Q9BYN8	14269586
Q9BYP7	50845416
Q9BYP8	13994372
Q9BYP9	16118240
Q9BYQ0	113426901
Q9BYQ2	16118229
Q9BYQ3	13994368
Q9BYQ6	15082220
Q9BYR0	16118227
Q9BYR2	16118225
Q9BYR3	14210534
Q9BYR5	15082228
Q9BYR6	15055511
Q9BYR7	13994364
Q9BYR8	13994362
Q9BYR9	113426895
Q9BYR9	113427110
Q9BYR9	113427417
Q9BYR9	15082232
Q9BYR9	89042017
Q9BYS1	113427121
Q9BYS1	13994360
Q9BYS8	27545328
Q9BYT1-2	31542263
Q9BYT3-1	23943882
Q9BYT8	14149738
Q9BYT9	13899227
Q9BYV1	13994255
Q9BYV2-1	78482626
Q9BYV2-2	78482627
Q9BYV6-1	34878836
Q9BYV6-2	34878844
Q9BYV6-3	34878821
Q9BYV6-4	34878852
Q9BYV7-2	82617628
Q9BYV8-1	16306479
Q9BYV9	13540490
Q9BYW1-1	68226420
Q9BYW2-1	30410779
Q9BYW3	13624333
Q9BYX2	62198225
Q9BYX4-1	27886568
Q9BYZ2	15082234
Q9BYZ6	14165286
Q9BYZ8-1	14042980
Q9BZ11-1	18252045
Q9BZ11-2	24041040
Q9BZ23-1	85838513
Q9BZ23-2	24430167
Q9BZ23-2	24430175
Q9BZ29-1	24308029
Q9BZ71-1	13654296
Q9BZ72-1	24308237
Q9BZ76-1	47519929
Q9BZ95-3	13699813
Q9BZA5	54291712
Q9BZA7-1	14589920
Q9BZA7-3	14589922
Q9BZA7-7	7657443
Q9BZA8-1	14589946
Q9BZA8-2	14589944
Q9BZA8-3	14589942
Q9BZD2	40255161
Q9BZD4	117968353
Q9BZD4	117968420
Q9BZD6	13129074
Q9BZD7	31543811
Q9BZE1	22547134
Q9BZE2	31542636
Q9BZE3	14149728
Q9BZE4	55953087
Q9BZE7	21362072
Q9BZE9-1	13129078
Q9BZF1-2	51243032
Q9BZF2	22035616
Q9BZF3-1	14210532
Q9BZF9	59850762
Q9BZG1-1	31543537
Q9BZG2-1	14861860
Q9BZG2-3	18375511
Q9BZG2-3	18375513
Q9BZG9	29294641
Q9BZG9	29294645
Q9BZG9	29337283
Q9BZH6	13324688
Q9BZI1	39930475
Q9BZI7-1	18375528
Q9BZI7-2	12711674
Q9BZJ0-1	30795220
Q9BZJ4-2	7706306
Q9BZJ6	13540557
Q9BZJ7	34878896
Q9BZJ8	57165371
Q9BZK7	19913371
Q9BZL1	115387112
Q9BZL1	13236510
Q9BZL6	19923468
Q9BZM1	21361944
Q9BZM3	18959212
Q9BZM4	13375656
Q9BZM5	13376824
Q9BZM6	13376826
Q9BZP6-2	42542398
Q9BZP6-2	42542400
Q9BZP6-3	95147544
Q9BZQ4-1	24307989
Q9BZQ4-2	25141325
Q9BZQ8	16757970
Q9BZR6	13194201
Q9BZR8-1	21040328
Q9BZR8-1	21040330
Q9BZR8-2	13540529
Q9BZR8-3	21040332
Q9BZR9	13569866
Q9BZS1-1	31982943
Q9BZV1-1	13376854
Q9BZV2	13376856
Q9BZW2	19923838
Q9BZW5	13194199
Q9BZW8-2	7706529
Q9BZX2-1	18699734
Q9BZY9-1	62865604
Q9BZY9-2	62865893
Q9BZZ2-1	13489095
Q9BZZ5-2	5729730
Q9C000-3	14719835
Q9C002	14165280
Q9C002	37694067
Q9C005	14211889
Q9C009	32526907
Q9C010	14210480
Q9C010	32483390
Q9C010	32483392
Q9C019-1	15100170
Q9C019-2	16445350
Q9C026-1	46370051
Q9C026-5	16519559
Q9C029-1	16076875
Q9C029-2	44680122
Q9C029-3	44680124
Q9C029-3	44680126
Q9C029-3	44680128
Q9C029-4	44680130
Q9C030-1	18079262
Q9C035-3	15011944
Q9C035-4	15011946
Q9C037-1	14670266
Q9C037-2	15011941
Q9C040	13446227
Q9C075	27894339
Q9C0B5-1	41152072
Q9C0B6-1	23943866
Q9C0C2	110556636
Q9C0C4	40804744
Q9C0C6	32307175
Q9C0D0-1	54144631
Q9C0D9	50083289
Q9C0E2	38570160
Q9C0E8-1	38176151
Q9C0F3	116089280
Q9C0F3	24308299
Q9C0H6-1	17017982
Q9C0H6-2	17017980
Q9C0H9-2	115334682
Q9C0I4	113413269
Q9C0I4	113414064
Q9C0I9-1	55741567
Q9C0J8	56243590
Q9C0J9	13540521
Q9C0K0-1	21040334
Q9C0K0-2	12597635
Q9C0K7-1	13027388
Q9GZK3	14780900
Q9GZK4	28626523
Q9GZK7	7363441
Q9GZL7	16445424
Q9GZM5	49472828
Q9GZM6	50897292
Q9GZM7-1	11545918
Q9GZM8-1	13540600
Q9GZN0	116063556
Q9GZN1	11968057
Q9GZN2	11141881
Q9GZN4	11545839
Q9GZN6	55749589
Q9GZP0-1	13376808
Q9GZP0-2	15451921
Q9GZP1	13376447
Q9GZP7	10190668
Q9GZP8-1	41281603
Q9GZP9	31455614
Q9GZQ3	19923430
Q9GZQ4	19923823
Q9GZQ6	11545887
Q9GZQ8	12383056
Q9GZR2-1	76781492
Q9GZR3	14211837
Q9GZR5	12232379
Q9GZR7	9966805
Q9GZS0	89242128
Q9GZS1-2	11968047
Q9GZS3	13376840
Q9GZT3	13654278
Q9GZT4	11345492
Q9GZT5	16936520
Q9GZT9-1	13489073
Q9GZU0-1	13569909
Q9GZU1-1	10092597
Q9GZU2-1	33354285
Q9GZU5	12007646
Q9GZU7	10864009
Q9GZU8	13376429
Q9GZV3	11141885
Q9GZV4	9966867
Q9GZV5	13346498
Q9GZV7	11141887
Q9GZV8	13375636
Q9GZV9	10190674
Q9GZW5-1	15991815
Q9GZW5-1	15991817
Q9GZW5-1	15991819
Q9GZW5-1	15991821
Q9GZW5-1	15991823
Q9GZW5-2	15991825
Q9GZW8	11139299
Q9GZW8	46249357
Q9GZX3	11055976
Q9GZX6	10092625
Q9GZX7	10190700
Q9GZY0	113429983
Q9GZY0	113429985
Q9GZY0	113429987
Q9GZY0	13430854
Q9GZY0	14277694
Q9GZY1	11056010
Q9GZY6-1	11995470
Q9GZY6-1	14702182
Q9GZY6-1	14702184
Q9GZZ0	13375632
Q9GZZ6	11138123
Q9GZZ7-1	22091448
Q9GZZ7-2	11545875
Q9GZZ8	15187164
Q9GZZ9	13376212
Q9H000	32880199
Q9H013-1	15451842
Q9H013-2	15451844
Q9H015	24497490
Q9H063	110349740
Q9H074-1	17511255
Q9H074-2	33386693
Q9H078-1	13540606
Q9H079	13376013
Q9H081	13128994
Q9H082	13786129
Q9H091	14149999
Q9H093	13569922
Q9H0A0	13399322
Q9H0A6-1	13569903
Q9H0A8-1	21361661
Q9H0B3-1	54606862
Q9H0B6	12383062
Q9H0B8-1	13899332
Q9H0C1	21359967
Q9H0C3	14149981
Q9H0C5	13376848
Q9H0D6-1	18860916
Q9H0E2	21361619
Q9H0E7	109134332
Q9H0E7	109134334
Q9H0E9-1	34452707
Q9H0E9-2	34452705
Q9H0E9-3	34452709
Q9H0F5-1	37577175
Q9H0F5-2	37577179
Q9H0F7	14149815
Q9H0F7	29826299
Q9H0G5	14149807
Q9H0H0	24308211
Q9H0H5	21361397
Q9H0J9	12232413
Q9H0K1	38569460
Q9H0L4	14149675
Q9H0M0-1	13654239
Q9H0M5	55742736
Q9H0N0	116875763
Q9H0P0-1	70608080
Q9H0P0-1	70608211
Q9H0P0-4	70608082
Q9H0Q0	13540580
Q9H0Q3	11612655
Q9H0R1-1	21361776
Q9H0R3-1	14149779
Q9H0R8	13899219
Q9H0S4	20149629
Q9H0T7	11967981
Q9H0U3	40255229
Q9H0U4	13569962
Q9H0U6	21265080
Q9H0U9	62988322
Q9H0V9-1	13540594
Q9H0W5	14042972
Q9H0W7	13899259
Q9H0W9-3	21361495
Q9H0X9	14149740
Q9H0Y0-1	18594496
Q9H106	30425382
Q9H112-1	19882249
Q9H112-2	18644732
Q9H114	19882259
Q9H115	44917606
Q9H116-1	11968150
Q9H147	16418441
Q9H156-1	33504581
Q9H158-1	14717401
Q9H158-2	14717403
Q9H159	12656655
Q9H160	4504695
Q9H161	55743092
Q9H165-1	20336305
Q9H165-2	20336307
Q9H165-3	20336313
Q9H169-2	21361947
Q9H171-1	13540545
Q9H172	20143975
Q9H173	11968009
Q9H173	83641896
Q9H175	13540602
Q9H190-3	38016916
Q9H190-3	38044114
Q9H1A4	12056971
Q9H1B4-1	15487660
Q9H1B4-2	15487662
Q9H1B4-3	15487664
Q9H1B4-4	15487666
Q9H1B4-5	15487668
Q9H1B5-1	110611246
Q9H1B7	33457336
Q9H1C0	9966879
Q9H1C4	45580709
Q9H1D0-1	21314682
Q9H1D0-2	113419299
Q9H1D9	33598952
Q9H1E1	14211885
Q9H1E3-1	56118310
Q9H1E5	40254947
Q9H1F0	21703706
Q9H1H1	31088934
Q9H1I8-1	20270253
Q9H1J1-1	12711676
Q9H1J1-2	18375525
Q9H1J5	17505195
Q9H1J7	14249180
Q9H1J7	17402919
Q9H1K0	70980547
Q9H1K1-1	56699456
Q9H1K1-2	24307953
Q9H1K4	13899342
Q9H1K6	13446229
Q9H1L0	30425386
Q9H1M0-1	8923135
Q9H1M3	18250304
Q9H1M4	21040279
Q9H1N7-1	21361503
Q9H1P3-1	21450853
Q9H1P3-2	7662298
Q9H1P6	30425380
Q9H1Q7-1	21362096
Q9H1R2-2	29826317
Q9H1R2-2	60499017
Q9H1R2-3	29826315
Q9H1R3	14993776
Q9H1U4	113420911
Q9H1U4	113421199
Q9H1U9	15529972
Q9H1X1	32964825
Q9H1Y0-1	4757798
Q9H1Y3-1	71999131
Q9H1Z4	16445426
Q9H1Z8	14165276
Q9H1Z9	31543357
Q9H201-1	8923678
Q9H204	52851391
Q9H205	52218872
Q9H207	30039688
Q9H208	52317178
Q9H209	46395479
Q9H211	16418337
Q9H213	15042941
Q9H221-1	11967971
Q9H222	11967969
Q9H223	21264315
Q9H227-1	13273313
Q9H228-1	13540517
Q9H237-1	45439335
Q9H237-2	45439331
Q9H237-3	45439333
Q9H237-4	45439329
Q9H239	13236530
Q9H244	12232483
Q9H244	29029605
Q9H246	13540596
Q9H251-5	16507964
Q9H252-1	13540549
Q9H252-2	27886651
Q9H254-1	115430237
Q9H254-4	115430239
Q9H255	13540539
Q9H267	18105058
Q9H269-1	17978479
Q9H269-2	17978481
Q9H270	17978477
Q9H293-1	12232485
Q9H293-2	27477081
Q9H295	13540565
Q9H299	13775198
Q9H2A3	31077092
Q9H2A9	20127609
Q9H2B2	24308219
Q9H2C0	11545731
Q9H2C1	11641283
Q9H2C2	12232479
Q9H2C5	52353324
Q9H2C8	52317275
